episode,reward,episode_length,timestep,reward_ma_50,reward_ma_100
982,195.506817,240,133051,-77.73963988,-73.63106022
983,-347.21718,185,133236,-68.55638053999999,-78.92902192
984,221.353404,240,133476,-65.27759128,-71.97199619999999
985,-759.487476,103,133579,-81.10911088,-81.42120426000001
986,256.758549,240,133819,-81.62746397999999,-79.37481615
987,-442.364765,169,133988,-94.38221082,-85.48445303999999
988,98.919465,240,134228,-94.63363076,-80.48767133999999
989,97.268431,240,134468,-87.85871165999998,-81.57302351
990,-433.729929,184,134652,-100.37763326,-84.46807642
991,78.196959,240,134892,-100.27742016,-85.66480973999998
992,-328.12176,181,135073,-112.12247617999999,-89.76914957999999
993,187.191137,240,135313,-110.64656724000001,-88.83348869
994,-336.753431,227,135540,-118.75382119999999,-93.45554292000001
995,85.789287,240,135780,-119.40411965999999,-90.91949115999999
996,106.617257,240,136020,-119.50498166,-85.15926830999999
997,60.444307,240,136260,-120.45116761999999,-86.16228651
998,-361.4066,104,136364,-108.03523447999999,-85.11292316999999
999,92.672967,240,136604,-97.37167,-84.75786136999999
1000,61.381533,240,136844,-100.24339234000001,-84.93460535999999
1001,-482.696496,62,136906,-100.58927704,-85.67011724999999
1002,-982.444306,102,137008,-122.71331996,-90.73263396
1003,-437.204881,210,137218,-133.93033889999998,-92.5805321
1004,-439.516938,176,137394,-135.60319259999997,-92.40059013
1005,-378.213049,75,137469,-147.10624556,-92.38639029
1006,-346.735205,167,137636,-156.1436127,-93.63639912
1007,-482.793932,52,137688,-169.37262009999998,-100.29947849
1008,66.222703,240,137928,-169.68573504,-100.44332529000002
1009,-382.939825,69,137997,-183.3354381,-105.11254782
1010,117.863106,240,138237,-161.55845722,-106.75844464
1011,100.973627,240,138477,-141.39796199999998,-109.69699186
1012,203.934662,240,138717,-139.12673786,-109.59806939
1013,87.309773,240,138957,-141.46284466,-106.09243166
1014,73.804869,240,139197,-131.1268666,-106.32061818
1015,-936.377788,189,139386,-131.42205295999997,-116.36414563
1016,485.734381,240,139626,-123.56692128,-112.14205941
1017,149.396184,240,139866,-111.10529522,-105.86820239000001
1018,86.148862,240,140106,-115.78413934,-105.95935548
1019,170.519445,240,140346,-114.39295922,-99.46695282
1020,123.381358,240,140586,-103.31213393999998,-99.07610075999999
1021,176.731772,240,140826,-102.95749409999999,-99.32975781
1022,-368.359032,134,140960,-100.75273325999999,-94.13960261999999
1023,46.969677,240,141200,-95.67460516,-89.24909803
1024,-337.809855,216,141416,-103.65240526,-94.12084193999999
1025,-441.826158,205,141621,-103.66233838,-100.36871468
1026,297.38799,240,141861,-101.83849131999999,-99.28474605
1027,173.289468,240,142101,-101.86037431999999,-98.53803295
1028,176.761302,240,142341,-100.6733009,-97.50780812
1029,197.844278,240,142581,-87.84048474,-96.45320904
1030,200.085502,240,142821,-89.53379672,-95.65096009999999
1031,-382.511587,105,142926,-98.64102241999998,-94.68173548
1032,61.655247,240,143166,-101.31805382,-89.52884685
1033,71.590451,240,143406,-92.94190119999999,-80.74914087
1034,189.464189,240,143646,-93.5796855,-79.42863839
1035,-485.489414,107,143753,-88.09972426,-84.60441757000001
1036,381.836405,240,143993,-85.59816714,-83.61281556
1037,89.628751,240,144233,-74.95829682,-84.67025382
1038,277.375256,240,144473,-71.38918100000001,-83.01140587999998
1039,-418.365801,155,144628,-81.70186564000001,-84.78028865
1040,94.14974,240,144868,-71.14427226,-85.76095276
1041,198.515749,240,145108,-68.73789646,-84.50765830999998
1042,-364.593423,100,145208,-69.46732972,-90.79490295
1043,206.530453,240,145448,-69.08054340000001,-89.86355532000002
1044,186.537107,240,145688,-58.61473264,-88.68427692000002
1045,-445.996133,123,145811,-69.25044104,-94.32728034999998
1046,228.7603,240,146051,-66.80758018,-93.15628091999999
1047,201.354247,240,146291,-63.989381380000005,-92.2202745
1048,291.304365,240,146531,-50.93516208,-79.48519828
1049,106.960924,240,146771,-50.64940294,-74.01053646999999
1050,-819.98741,180,146951,-68.27678180000001,-84.26008707000001
1051,101.717852,240,147191,-56.58849484,-78.58888594
1052,-325.640972,220,147411,-43.45242816,-83.08287406
1053,-947.649681,117,147528,-53.66132416000001,-93.79583153
1054,174.152461,240,147768,-41.387936180000004,-88.49556439
1055,173.458087,240,148008,-30.35451346,-88.73037951
1056,84.296362,240,148248,-21.733882120000004,-88.93874740999999
1057,49.764856,240,148488,-11.08270636,-90.22766323
1058,144.381427,240,148728,-9.519531880000002,-89.60263345999999
1059,-432.123426,168,148896,-10.503203900000003,-96.919321
1060,-812.596041,214,149110,-29.112386840000003,-95.33542202999999
1061,-483.942318,59,149169,-40.81070574,-91.10433387
1062,122.828398,240,149409,-42.43283102,-90.77978443999999
1063,171.970114,240,149649,-40.73962420000001,-91.10123442999999
1064,181.250756,240,149889,-38.59070646000001,-84.85878653
1065,-950.852514,151,150040,-38.880200980000005,-85.15112696999999
1066,291.937169,240,150280,-42.75614522000001,-83.16153324999999
1067,-934.86067,190,150470,-64.4412823,-87.77328876
1068,-412.184387,210,150680,-74.40794728,-95.09604331
1069,-416.544891,190,150870,-86.14923399999999,-100.27109661
1070,-271.9065,98,150968,-94.05499115999999,-98.68356254999999
1071,50.380676,240,151208,-96.58201308,-99.76975359
1072,-381.590274,54,151262,-96.84663791999999,-98.79968559000001
1073,53.850348,240,151502,-96.7090245,-96.19181483
1074,70.57083,240,151742,-88.54141080000001,-96.09690803
1075,-377.66168,59,151801,-87.25812124,-95.46022981
1076,-274.362904,77,151878,-98.69313912,-100.26581522000001
1077,-346.106208,115,151993,-109.08105264,-105.47071348
1078,291.983971,240,152233,-106.77659926,-103.72495008
1079,-429.229521,211,152444,-119.31807524000001,-103.57927998999999
1080,-374.281681,67,152511,-130.8054189,-110.16960781
1081,203.617527,240,152751,-119.08283662000002,-108.86192951999999
1082,-347.307814,160,152911,-127.26209784000001,-114.29007582999999
1083,-477.069659,57,152968,-138.23530004,-115.58860062
1084,63.978724,240,153208,-140.74500934000002,-117.16234741999999
1085,166.208586,240,153448,-127.71104933999999,-107.90538680000002
1086,291.765934,240,153688,-129.51245876,-107.55531294999999
1087,170.60898,240,153928,-127.89285418,-101.42557550000001
1088,105.172416,240,154168,-131.33691098,-101.36304598999999
1089,564.653322,240,154408,-111.67652852,-96.68919708
1090,385.244056,240,154648,-105.8546422,-88.49945723
1091,86.843328,240,154888,-108.08809062,-88.41299354
1092,404.914043,240,155128,-92.6979413,-81.08263551
1093,82.015319,240,155368,-95.18824398000001,-82.13439369
1094,97.921332,240,155608,-96.96055948000001,-77.78764606
1095,93.439042,240,155848,-86.17185598,-77.71114851
1096,194.735141,240,156088,-86.85235915999999,-76.82996967
1097,185.453678,240,156328,-87.17037054000001,-75.57987596
1098,194.852784,240,156568,-89.09940216,-70.01728212
1099,-950.378702,144,156712,-110.24619468,-80.44779881000001
1100,163.599454,240,156952,-90.57445740000001,-79.4256196
1101,283.007628,240,157192,-86.94866188,-71.76857836
1102,-490.307239,118,157310,-90.24198722000001,-66.84720768999999
1103,68.848978,240,157550,-69.91201404,-61.7866691
1104,69.459993,240,157790,-72.0058634,-56.69689979
1105,286.712288,240,158030,-69.74077938,-50.04764642
1106,-473.300567,85,158115,-80.89271796,-51.313300039999994
1107,188.669375,240,158355,-78.11462758,-44.598666970000004
1108,-232.200566,166,158521,-85.64626744000002,-47.58289966
1109,-237.830332,174,158695,-81.76040556,-46.131804730000006
1110,-911.783701,207,158902,-83.74415876,-56.428272799999995
1111,-945.809759,150,159052,-92.98150758,-66.89610666
1112,-370.658647,117,159169,-102.85124848000001,-72.64203975
1113,-435.937392,215,159384,-115.0093986,-77.87451139999999
1114,188.90876,240,159624,-114.85623852,-76.72347249
1115,208.573255,240,159864,-91.66772314000002,-65.27396206
1116,64.279983,240,160104,-96.22086686,-69.48850603999999
1117,112.494149,240,160344,-75.27377048,-69.85752639
1118,-476.08639,76,160420,-76.55181053999999,-75.47987891
1119,194.226664,240,160660,-64.33637944,-75.24280672
1120,91.010729,240,160900,-57.078034859999995,-75.56651301
1121,186.562827,240,161140,-54.35439184,-75.46820246
1122,64.039804,240,161380,-45.44179027999999,-71.1442141
1123,299.340015,240,161620,-40.53199694,-68.62051072
1124,-377.419193,60,161680,-49.491797399999996,-69.0166041
1125,115.744284,240,161920,-39.623678119999994,-63.44089968
1126,40.927876,240,162160,-33.31786251999999,-66.00550082
1127,-375.103883,75,162235,-33.89781601999999,-71.48943433000001
1128,284.760123,240,162475,-34.04229298,-70.40944612
1129,99.376154,240,162715,-23.47017948,-71.39412736
1130,-348.516082,196,162911,-22.954867499999995,-76.8801432
1131,68.301067,240,163151,-25.6611967,-72.37201666
1132,181.607042,240,163391,-15.082899579999996,-71.17249871
1133,-413.879936,220,163611,-13.819105119999994,-76.02720258000001
1134,44.925473,240,163851,-14.200170139999997,-77.47258974
1135,-338.169226,199,164050,-24.287726379999995,-75.99938786
1136,103.785748,240,164290,-28.047330099999996,-78.77989443
1137,176.626403,240,164530,-27.926981639999994,-77.90991790999999
1138,93.331258,240,164770,-28.163804799999998,-79.75035788999999
1139,-410.04536,225,164995,-47.657778439999994,-79.66715348
1140,-360.117236,116,165111,-62.56500428,-84.20982324
1141,80.446369,240,165351,-62.692943459999995,-85.39051703999999
1142,192.274365,240,165591,-66.94573702,-79.82183916
1143,86.436159,240,165831,-66.85732021999999,-81.0227821
1144,163.111568,240,166071,-65.55351549999999,-81.25703749
1145,207.627797,240,166311,-63.2697404,-74.72079819
1146,181.739418,240,166551,-63.529654859999994,-75.19100700999999
1147,-942.498022,155,166706,-86.08868886,-86.6295297
1148,201.987387,240,166946,-85.94599679999999,-87.52269947999999
1149,-430.01773,198,167144,-75.53877736,-92.89248602000002
1150,194.722003,240,167384,-74.91632637999999,-82.74539189
1151,165.583738,240,167624,-77.26480418,-82.10673303000002
1152,-475.64398,76,167700,-76.97153899999999,-83.60676310999999
1153,284.911423,240,167940,-72.65029009999999,-71.28115207
1154,-482.206263,49,167989,-83.68361522,-77.84473931
1155,70.790385,240,168229,-88.00205327999998,-78.87141632999999
1156,505.374712,240,168469,-68.4285477,-74.66063283
1157,-476.229177,70,168539,-81.72651873999999,-79.92057316
1158,-260.848533,94,168633,-82.29947807999999,-83.97287275999999
1159,180.519767,240,168873,-73.93247609999999,-77.84644082999999
1160,282.402368,240,169113,-50.04875472,-66.89645673999999
1161,95.967069,240,169353,-29.213218159999993,-61.09736287
1162,386.899349,240,169593,-14.062058239999997,-58.45665336
1163,-468.023821,89,169682,-14.703786819999996,-64.85659271
1164,52.48769,240,169922,-17.432208219999996,-66.14422337
1165,-476.891817,56,169978,-31.141509659999993,-61.404616399999995
1166,-484.763218,53,170031,-42.12237368,-69.17162026999999
1167,-422.168815,207,170238,-52.81563296,-64.04470171999999
1168,-480.022872,68,170306,-52.894362599999994,-64.72308656999999
1169,67.570932,240,170546,-55.42747724,-59.881928339999995
1170,-471.943996,87,170633,-66.68657174,-61.8823033
1171,85.880988,240,170873,-68.70020851999999,-61.52730017999999
1172,84.430511,240,171113,-68.29239437999999,-56.86709233
1173,41.997192,240,171353,-73.43925084,-56.985623889999985
1174,-385.886098,111,171464,-73.60858893999999,-61.55019317
1175,-478.002498,52,171516,-85.48352458,-62.55360135
1176,-346.153644,167,171683,-93.22515497999999,-63.271508749999995
1177,-484.843537,67,171750,-95.41994805999998,-64.65888204
1178,383.508046,240,171990,-93.44498959999999,-63.74364129
1179,70.128016,240,172230,-94.02995236000001,-58.75006592
1180,104.766181,240,172470,-84.9643071,-53.9595873
1181,285.808601,240,172710,-80.61415641999999,-53.13767655999999
1182,-900.624062,219,172929,-102.25877849999999,-58.67083903999999
1183,57.877463,240,173169,-92.82363052000001,-53.32136782
1184,193.435369,240,173409,-89.85343259999999,-52.026801369999994
1185,-330.879854,192,173601,-89.70764516,-56.99768576999999
1186,288.310306,240,173841,-86.01715399999999,-57.032242049999994
1187,-440.800833,212,174053,-98.36569872,-63.146340179999996
1188,-227.742655,196,174249,-104.78717698,-66.47549088999999
1189,-469.777457,101,174350,-105.98181892000001,-76.81979867999999
1190,184.28362,240,174590,-95.0938018,-78.82940304
1191,190.077975,240,174830,-92.90116968000001,-77.79705657
1192,194.612798,240,175070,-92.85440101999998,-79.90006901999999
1193,-439.631426,162,175232,-103.37575272,-85.11653646999999
1194,-483.524046,44,175276,-116.308465,-90.93099025
1195,89.997534,240,175516,-118.66107026,-90.96540533
1196,89.483127,240,175756,-120.50619608,-92.01792547
1197,180.49003,240,175996,-98.04643503999999,-92.06756194999998
1198,94.830493,240,176236,-100.18957292,-93.06778485999999
1199,-371.191307,94,176330,-99.01304446,-87.27591090999998
1200,-223.04792,181,176511,-107.36844291999999,-91.14238465
1201,-885.941328,223,176734,-128.39894424,-102.83187420999998
1202,67.389619,240,176974,-117.53827226,-97.25490563
1203,305.016468,240,177214,-117.13617135999999,-94.89323073
1204,89.31782,240,177454,-105.70568969999998,-94.69465246
1205,101.66385,240,177694,-105.0882204,-96.54513684
1206,-382.30179,86,177780,-122.84175044,-95.63514906999998
1207,-954.656093,132,177912,-132.41028876000001,-107.06840375
1208,-918.002183,213,178125,-145.55336176,-113.92641991999999
1209,282.605516,240,178365,-143.51164677999998,-108.72206144
1210,113.938698,240,178605,-146.88092018,-98.46483744999999
1211,63.792436,240,178845,-147.52441284,-88.3688155
1212,-334.77471,233,179078,-161.95789402,-88.00997613
1213,184.019702,240,179318,-148.91702356,-81.81040519
1214,-464.324752,84,179402,-159.2532724,-88.34274031000001
1215,160.531575,240,179642,-146.50480456,-88.82315711
1216,133.001388,240,179882,-134.14951244,-88.13594306
1217,302.830469,240,180122,-119.64952675999999,-86.23257986
1218,72.132925,240,180362,-108.60641082000001,-80.75038671
1219,-474.855958,60,180422,-119.45494862,-87.44121293
1220,-154.508856,127,180549,-113.10624582,-89.89640877999999
1221,-483.639974,51,180600,-124.49666506,-96.59843679
1222,-926.255743,235,180835,-144.71039014,-106.50139225999999
1223,192.52827,240,181075,-141.69976858,-107.56950970999998
1224,99.503903,240,181315,-131.99196856,-102.80027875
1225,294.867717,240,181555,-116.53456426000001,-101.00904442
1226,86.241923,240,181795,-107.88665292000002,-100.55590394999999
1227,200.626069,240,182035,-94.17726079999998,-94.79860443
1228,-271.086866,65,182100,-107.26915903999999,-100.35707432
1229,278.206807,240,182340,-103.10758322,-98.56876778999998
1230,279.051369,240,182580,-99.62187946,-92.29309328
1231,161.793244,240,182820,-102.10218660000001,-91.35817150999999
1232,-459.818615,159,182979,-93.28607765999999,-97.77242808
1233,498.487788,240,183219,-84.47387116,-88.64875083999999
1234,331.198776,240,183459,-81.71860301999999,-85.78601780999999
1235,113.778614,240,183699,-72.82543366,-81.26653941
1236,781.764746,240,183939,-62.95634486,-74.48674942999999
1237,83.401055,240,184179,-52.472307099999995,-75.41900290999999
1238,-446.59177,162,184341,-56.849289399999996,-80.81823318999999
1239,113.482258,240,184581,-45.18409509999999,-75.58295700999999
1240,-829.986932,185,184766,-65.46950614,-80.28165397
1241,-934.208992,178,184944,-87.95524547999999,-90.42820757999999
1242,295.82042,240,185184,-85.93109304,-89.39274703
1243,96.036016,240,185424,-75.21774420000001,-89.29674846
1244,386.974373,240,185664,-57.80777582,-87.05812040999999
1245,54.301045,240,185904,-58.5217056,-88.59138792999998
1246,-119.065799,216,186120,-62.692684119999996,-91.5994401
1247,-239.05614,166,186286,-71.08360752,-84.56502128
1248,393.96264,240,186526,-65.10096458,-82.64526875
1249,404.606061,240,186766,-49.58501722,-74.29903084
1250,91.984996,240,187006,-43.2843589,-75.32640090999999
1251,100.673086,240,187246,-23.55207062,-75.97550743
1252,193.627429,240,187486,-21.027314420000003,-69.28279333999998
1253,83.144051,240,187726,-25.464762759999996,-71.30046706
1254,194.53912,240,187966,-23.36033676,-64.53301323
1255,184.785952,240,188206,-21.69789472,-63.393057559999995
1256,180.152583,240,188446,-10.448807259999999,-66.64527885
1257,183.0829,240,188686,12.305972600000002,-60.05215808
1258,90.351441,240,188926,32.47304508,-56.54015833999999
1259,90.488279,240,189166,28.630700339999997,-57.44047322
1260,-474.617471,60,189226,16.85957696,-65.01067161
1261,400.03021,240,189466,23.584332439999997,-61.97004019999999
1262,73.521632,240,189706,31.75025928,-65.10381737
1263,-474.097212,75,189781,18.587921,-65.16455128
1264,176.78102,240,190021,31.410036440000003,-63.92161798
1265,38.104956,240,190261,28.961504060000003,-58.77165025
1266,-371.30977,71,190332,18.875280900000003,-57.63711577
1267,282.174156,240,190572,18.46215464,-50.59368606
1268,494.974936,240,190812,26.91899486,-40.84370798
1269,93.730305,240,191052,38.29072012,-40.58211425
1270,-376.589886,98,191150,33.84909952,-39.628573149999994
1271,-473.398765,64,191214,34.0539237,-45.22137068
1272,584.152704,240,191454,64.26209264,-40.22414875
1273,-315.417785,210,191664,54.103171540000005,-43.798298519999996
1274,72.227463,240,191904,53.55764274,-39.21716291
1275,420.337399,240,192144,56.06703638000001,-30.233763939999996
1276,83.610116,240,192384,56.01440024000001,-25.936126339999998
1277,69.649533,240,192624,53.39486951999999,-20.391195639999992
1278,94.241649,240,192864,60.70143982,-23.283859609999993
1279,84.005324,240,193104,56.81741016,-23.14508653
1280,94.659905,240,193344,53.129580880000006,-23.246149289999998
1281,89.878154,240,193584,51.69127908,-25.20545376
1282,96.501598,240,193824,62.817683339999995,-15.234197159999997
1283,340.924476,240,194064,59.6664171,-12.403727029999997
1284,78.263592,240,194304,54.60771341999999,-13.555444799999998
1285,-471.901326,73,194377,42.89411462,-14.965659519999997
1286,361.079213,240,194617,34.480403960000004,-14.237970449999999
1287,106.02063,240,194857,34.93279546,-8.769755819999997
1288,278.863793,240,195097,49.44190672,-3.7036913399999976
1289,-452.647256,121,195218,38.11931643999999,-3.5323893299999973
1290,287.411024,240,195458,60.46727556,-2.5011152899999978
1291,78.421236,240,195698,80.71988012,-3.617682679999998
1292,192.53492,240,195938,78.65417012,-3.6384614599999976
1293,305.659904,240,196178,82.84664788,3.814451840000002
1294,122.36293,240,196418,77.55441902,9.873321600000002
1295,-938.830599,191,196609,57.691786140000005,-0.4149597299999982
1296,363.789572,240,196849,67.34889356,2.3281047200000025
1297,501.581769,240,197089,82.16165174,5.539022110000003
1298,102.093092,240,197329,76.32426078,5.611648100000002
1299,184.665289,240,197569,71.92544534000001,11.170214060000003
1300,208.462249,240,197809,74.2549904,15.485315750000002
1301,130.351558,240,198049,74.84855984,25.648244610000006
1302,92.617585,240,198289,72.82836296,25.900524270000005
1303,-467.721008,98,198387,61.81106178,18.173149510000005
1304,-468.697602,87,198474,48.54632734,12.592995290000003
1305,395.898749,240,198714,52.768583279999994,15.535344280000004
1306,-957.408864,95,198809,30.01735434,9.784273540000004
1307,79.367336,240,199049,27.943043059999994,20.124507830000006
1308,57.356229,240,199289,27.283138819999998,29.87809195
1309,-960.634261,112,199401,6.2606880199999955,17.44569418
1310,-878.054793,51,199452,-1.808058420000002,7.525759270000002
1311,93.380484,240,199692,-7.941052940000004,7.821639750000002
1312,99.441125,240,199932,-7.422663080000004,12.163798100000003
1313,-375.912398,71,200003,-5.4589668000000025,6.564477100000002
1314,163.167804,240,200243,-5.731231120000003,12.839402660000003
1315,-368.886284,82,200325,-13.871055920000003,7.5452240700000015
1316,577.2511,240,200565,5.100161479999996,11.987721190000002
1317,84.975321,240,200805,1.156184779999996,9.809169710000003
1318,82.149506,240,201045,-7.100323820000003,9.909335520000003
1319,91.289706,240,201285,-7.149135800000003,15.570792160000002
1320,338.539021,240,201525,7.153442339999995,20.50127093
1321,191.352063,240,201765,20.448458899999995,27.251191300000002
1322,502.893561,240,202005,18.823276039999996,41.542684339999994
1323,188.454915,240,202245,28.900730039999996,41.50195079
1324,-475.373912,68,202313,17.948702539999996,35.75317264
1325,408.189697,240,202553,17.705748499999995,36.88639244
1326,61.294965,240,202793,17.259445479999997,36.636922860000006
1327,-121.095976,202,202995,13.444535299999998,33.41970241
1328,-255.522233,97,203092,6.449257659999996,33.57534874
1329,187.697869,240,203332,8.523108559999995,32.67025936
1330,180.42668,240,203572,10.238444059999997,31.684012470000003
1331,83.488343,240,203812,10.110647839999997,30.900963460000003
1332,-957.041701,189,204001,-10.960218140000004,25.928732600000004
1333,-930.230243,181,204182,-36.383312520000004,11.641552290000002
1334,291.242691,240,204422,-32.123730540000004,11.241991440000001
1335,-340.451665,138,204560,-29.494737320000002,6.6996886500000015
1336,-376.191778,54,204614,-44.24015714000001,-4.879876589999998
1337,162.499678,240,204854,-43.11057618000001,-4.088890359999998
1338,124.939649,240,205094,-46.189059060000005,1.6264238300000022
1339,-981.58864,44,205138,-56.76788674,-9.324285149999998
1340,-179.895112,66,205204,-66.11400946,-2.8233669499999987
1341,127.59609,240,205444,-65.13051238000001,7.794683870000001
1342,190.245264,240,205684,-65.17630550000001,6.738932310000001
1343,-367.534643,111,205795,-78.64019644,2.103225720000001
1344,78.666989,240,206035,-79.51411526000001,-0.9798481199999992
1345,63.364126,240,206275,-59.47022076000001,-0.889217309999999
1346,601.08644,240,206515,-54.724283400000004,6.312305080000001
1347,286.681332,240,206755,-59.02229214000001,11.569679800000001
1348,-331.800501,218,206973,-67.700164,4.31204839
1349,131.352619,240,207213,-68.7664174,1.5795139700000005
1350,618.844768,240,207453,-60.55876702,6.8481116900000005
1351,59.275113,240,207693,-61.98029592000001,6.434131960000001
1352,469.465782,240,207933,-54.44333198,9.19251549
1353,174.814262,240,208173,-41.59262658000001,10.109217600000001
1354,-815.468105,235,208408,-48.52803664,0.009145350000000007
1355,219.064748,240,208648,-52.06471666,0.35193331
1356,303.090736,240,208888,-26.854724660000002,1.58131484
1357,188.977983,240,209128,-24.66251172,1.64026567
1358,307.457042,240,209368,-19.660495460000003,3.81132168
1359,180.470773,240,209608,3.161605219999999,4.711146619999999
1360,57.793537,240,209848,21.878571819999998,10.0352567
1361,110.26203,240,210088,22.21620274,7.1375749
1362,266.311064,240,210328,25.55360152,9.06546922
1363,-476.178494,86,210414,23.548279599999997,9.0446564
1364,-467.427074,89,210503,10.936382039999998,2.6025754599999997
1365,-343.222605,173,210676,11.449655619999998,-1.2107001500000008
1366,72.281748,240,210916,1.3502685799999994,3.2252150299999993
1367,293.061892,240,211156,5.512,3.3340923899999995
1368,285.236083,240,211396,9.573731539999999,1.2367038599999995
1369,87.653093,240,211636,9.500999279999998,1.1759317399999996
1370,87.734403,240,211876,4.484906919999999,5.81917463
1371,91.605632,240,212116,2.4899782999999998,11.469218600000001
1372,318.323767,240,212356,-1.2014175799999998,8.81092923
1373,88.565242,240,212596,-3.1992110400000002,12.850759499999999
1374,-463.941604,98,212694,-2.9705648799999995,7.489068829999999
1375,188.953793,240,212934,-7.355282959999999,5.17523277
1376,75.191063,240,213174,-7.077361,5.09104224
1377,92.95257,240,213414,-2.7963900800000006,5.324072609999999
1378,75.85715,240,213654,3.8311975799999995,5.140227619999999
1379,185.44304,240,213894,3.7861009999999995,6.15460478
1380,63.572824,240,214134,1.4490238799999993,5.84373397
1381,146.82019,240,214374,2.715660819999999,6.41315433
1382,195.52395,240,214614,25.766973840000002,7.403377849999999
1383,93.124893,240,214854,46.234076560000005,4.925382019999999
1384,-263.900322,107,214961,35.1312163,1.5037428799999986
1385,80.379838,240,215201,43.547846359999994,7.0265545199999995
1386,105.539724,240,215441,53.1824764,4.471159629999999
1387,277.744111,240,215681,55.48736506,6.188394439999999
1388,205.165493,240,215921,57.09188193999999,5.451411439999998
1389,-478.456381,75,215996,67.15452712,5.19332019
1390,87.554538,240,216236,72.50352011999999,3.1947553299999987
1391,203.22561,240,216476,74.01611052,4.442799069999999
1392,385.650193,240,216716,77.92420910000001,6.3739517999999995
1393,-475.350634,85,216801,75.76788928,-1.4361535800000007
1394,107.911299,240,217041,76.35277548,-1.580669890000001
1395,376.087697,240,217281,82.60724689999999,11.56851307
1396,79.156373,240,217521,72.16864556,8.722181079999999
1397,90.23008,240,217761,68.23962051999999,4.608664189999998
1398,183.544848,240,218001,78.5465275,5.423181749999999
1399,79.681537,240,218241,77.51310586,4.373344229999998
1400,189.800363,240,218481,68.93221776,4.186725369999998
1401,173.397906,240,218721,71.21467362,4.617188849999998
1402,-476.033064,86,218807,52.304696699999994,-1.0693176400000022
1403,273.723498,240,219047,54.282881419999995,6.345127419999998
1404,77.074829,240,219287,72.1337401,11.802851729999997
1405,207.369673,240,219527,71.8998386,9.917560969999997
1406,170.263114,240,219767,69.24328616,21.194280749999997
1407,-339.626235,171,219938,58.6712018,17.004345039999997
1408,380.704194,240,220178,60.13614484,20.237824689999997
1409,287.044626,240,220418,62.267621899999995,32.71461356
1410,-226.000381,230,220648,56.59174353999999,39.23515768
1411,84.948063,240,220888,56.0854642,39.150833469999995
1412,-371.17477,75,220963,43.33574752,34.44467451999999
1413,199.559587,240,221203,56.85050913999999,40.19939436999999
1414,-348.247951,174,221377,59.23409159999999,35.08523682
1415,-318.656796,165,221542,59.72540778,35.5875317
1416,-936.170338,151,221693,39.556366059999995,20.453317319999996
1417,156.172242,240,221933,36.81857305999999,21.16528653
1418,98.194254,240,222173,33.07773647999999,21.325734009999998
1419,72.676533,240,222413,32.778205279999995,21.13960228
1420,215.016314,240,222653,35.323843499999995,19.904375209999998
1421,56.347752,240,222893,34.618685899999996,18.554332099999996
1422,206.690404,240,223133,32.386018639999996,15.59230053
1423,180.765203,240,223373,34.23001786,15.51540341
1424,106.334578,240,223613,45.6355415,21.33248831
1425,-752.275549,190,223803,26.810954659999997,9.727835849999996
1426,79.192497,240,224043,26.89098334,9.906811169999997
1427,-368.86733,94,224137,17.654585339999993,7.429097629999997
1428,298.44428,240,224377,22.106327939999996,12.968762759999999
1429,286.993954,240,224617,24.137346219999994,13.961723609999996
1430,117.315126,240,224857,25.21219225999999,13.330608069999997
1431,-231.164178,157,225014,17.652504899999997,10.184082859999997
1432,107.032151,240,225254,15.882668919999997,20.82482138
1433,208.763515,240,225494,18.195441359999997,32.21475896
1434,-112.198402,221,225715,21.229479759999993,28.18034803
1435,-982.3659,59,225774,-0.02543500000000222,21.76120568
1436,-435.964644,142,225916,-10.855522360000004,21.163477019999995
1437,-349.606553,159,226075,-23.402535640000007,16.04241471
1438,174.903806,240,226315,-24.007769380000003,16.542056279999997
1439,369.794045,240,226555,-7.042760860000005,30.055883129999994
1440,-475.424775,85,226640,-18.302347120000004,27.100586499999995
1441,303.439309,240,226880,-16.298073140000007,28.85901869
1442,400.612139,240,227120,-15.998834220000003,30.96268744
1443,-320.038746,157,227277,-12.892596460000004,31.43764641
1444,215.389534,240,227517,-10.743031760000006,32.80487186
1445,-477.83235,49,227566,-27.821432700000006,27.3929071
1446,-452.285892,198,227764,-38.450278000000004,16.859183779999995
1447,66.402888,240,228004,-38.92682184,14.656399339999998
1448,595.512086,240,228244,-30.687477080000008,23.929525209999998
1449,181.737612,240,228484,-28.64635558000001,24.433375139999995
1450,-485.139597,92,228576,-42.145154780000006,13.393531489999996
1451,-328.007279,177,228753,-52.17325848,9.520707569999995
1452,70.103433,240,228993,-41.250528540000005,5.527084079999995
1453,72.047933,240,229233,-45.284039840000005,4.499420789999995
1454,95.284182,240,229473,-44.91985278,13.606943659999997
1455,67.770562,240,229713,-47.71183500000001,12.094001799999994
1456,392.647096,240,229953,-43.264155360000004,12.989565399999995
1457,43.496415,240,230193,-35.60170236000001,11.534749719999995
1458,492.204184,240,230433,-33.37170256000001,13.382221139999995
1459,376.705521,240,230673,-31.578484660000004,15.344568619999995
1460,181.862803,240,230913,-23.421220980000008,16.585261279999994
1461,183.594406,240,231153,-21.448294120000003,17.318585039999995
1462,-379.580996,82,231235,-21.616418640000006,10.859664439999992
1463,90.056208,240,231475,-23.806486220000007,16.522011459999998
1464,318.370441,240,231715,-10.474118380000007,24.379986609999996
